1000177|NORDIC AMERICAN TANKERS Ltd|6-K|2021-10-01|edgar/data/1000177/0001140361-21-033186.txt|edgar/data/1000177/0001140361-21-033186-index.html
1000275|ROYAL BANK OF CANADA|424B2|2021-10-01|edgar/data/1000275/0001140361-21-033217.txt|edgar/data/1000275/0001140361-21-033217-index.html
1000275|ROYAL BANK OF CANADA|FWP|2021-10-01|edgar/data/1000275/0001140361-21-033251.txt|edgar/data/1000275/0001140361-21-033251-index.html
1000275|ROYAL BANK OF CANADA|FWP|2021-10-01|edgar/data/1000275/0001140361-21-033253.txt|edgar/data/1000275/0001140361-21-033253-index.html
1000275|ROYAL BANK OF CANADA|FWP|2021-10-01|edgar/data/1000275/0001140361-21-033268.txt|edgar/data/1000275/0001140361-21-033268-index.html
1000275|ROYAL BANK OF CANADA|FWP|2021-10-01|edgar/data/1000275/0001140361-21-033272.txt|edgar/data/1000275/0001140361-21-033272-index.html
1000275|ROYAL BANK OF CANADA|FWP|2021-10-01|edgar/data/1000275/0001140361-21-033307.txt|edgar/data/1000275/0001140361-21-033307-index.html
1000623|SCHWEITZER MAUDUIT INTERNATIONAL INC|4|2021-10-01|edgar/data/1000623/0001062993-21-009089.txt|edgar/data/1000623/0001062993-21-009089-index.html
1000623|SCHWEITZER MAUDUIT INTERNATIONAL INC|4|2021-10-01|edgar/data/1000623/0001062993-21-009091.txt|edgar/data/1000623/0001062993-21-009091-index.html
1000623|SCHWEITZER MAUDUIT INTERNATIONAL INC|4|2021-10-01|edgar/data/1000623/0001062993-21-009093.txt|edgar/data/1000623/0001062993-21-009093-index.html
1000623|SCHWEITZER MAUDUIT INTERNATIONAL INC|4|2021-10-01|edgar/data/1000623/0001062993-21-009098.txt|edgar/data/1000623/0001062993-21-009098-index.html
1000623|SCHWEITZER MAUDUIT INTERNATIONAL INC|4|2021-10-01|edgar/data/1000623/0001062993-21-009101.txt|edgar/data/1000623/0001062993-21-009101-index.html
1000623|SCHWEITZER MAUDUIT INTERNATIONAL INC|4|2021-10-01|edgar/data/1000623/0001062993-21-009103.txt|edgar/data/1000623/0001062993-21-009103-index.html
1000694|NOVAVAX INC|4|2021-10-01|edgar/data/1000694/0001209191-21-058570.txt|edgar/data/1000694/0001209191-21-058570-index.html
1001082|DISH Network CORP|4|2021-10-01|edgar/data/1001082/0001415889-21-004665.txt|edgar/data/1001082/0001415889-21-004665-index.html
1002624|T. Rowe Price Health Sciences Fund, Inc.|497|2021-10-01|edgar/data/1002624/0001741773-21-003045.txt|edgar/data/1002624/0001741773-21-003045-index.html
1004156|ARAUCO & CONSTITUTION PULP INC|6-K|2021-10-01|edgar/data/1004156/0001193125-21-288410.txt|edgar/data/1004156/0001193125-21-288410-index.html
1007433|JAMES BROOKE WILLIAMS|4|2021-10-01|edgar/data/1007433/0000318300-21-000300.txt|edgar/data/1007433/0000318300-21-000300-index.html
1009829|JAKKS PACIFIC INC|8-K|2021-10-01|edgar/data/1009829/0001185185-21-001434.txt|edgar/data/1009829/0001185185-21-001434-index.html
1010178|TISCH JAMES S|4|2021-10-01|edgar/data/1010178/0001062993-21-009084.txt|edgar/data/1010178/0001062993-21-009084-index.html
1011432|CYNERGISTEK, INC|DEFR14A|2021-10-01|edgar/data/1011432/0001096906-21-002414.txt|edgar/data/1011432/0001096906-21-002414-index.html
1012100|SEALED AIR CORP/DE|8-K|2021-10-01|edgar/data/1012100/0001628280-21-019413.txt|edgar/data/1012100/0001628280-21-019413-index.html
1012163|SPARKS RAY A|4|2021-10-01|edgar/data/1012163/0001127602-21-026247.txt|edgar/data/1012163/0001127602-21-026247-index.html
1012678|T. Rowe Price Mid-Cap Value Fund, Inc.|497|2021-10-01|edgar/data/1012678/0001741773-21-003045.txt|edgar/data/1012678/0001741773-21-003045-index.html
1012968|T. Rowe Price Equity Funds, Inc.|497|2021-10-01|edgar/data/1012968/0001741773-21-003045.txt|edgar/data/1012968/0001741773-21-003045-index.html
1013237|FACTSET RESEARCH SYSTEMS INC|4|2021-10-01|edgar/data/1013237/0001013237-21-000126.txt|edgar/data/1013237/0001013237-21-000126-index.html
1013237|FACTSET RESEARCH SYSTEMS INC|4|2021-10-01|edgar/data/1013237/0001013237-21-000127.txt|edgar/data/1013237/0001013237-21-000127-index.html
1013237|FACTSET RESEARCH SYSTEMS INC|8-K|2021-10-01|edgar/data/1013237/0001013237-21-000124.txt|edgar/data/1013237/0001013237-21-000124-index.html
1013611|JP MORGAN CHASE COMMERCIAL MORTGAGE SECURITIES CORP|ABS-15G|2021-10-01|edgar/data/1013611/0001539497-21-001486.txt|edgar/data/1013611/0001539497-21-001486-index.html
1014282|WEBB ROBERT T|4|2021-10-01|edgar/data/1014282/0001127602-21-026327.txt|edgar/data/1014282/0001127602-21-026327-index.html
1015155|CHARLES & COLVARD LTD|DEF 14A|2021-10-01|edgar/data/1015155/0001140361-21-033191.txt|edgar/data/1015155/0001140361-21-033191-index.html
1015155|CHARLES & COLVARD LTD|DEFA14A|2021-10-01|edgar/data/1015155/0001140361-21-033192.txt|edgar/data/1015155/0001140361-21-033192-index.html
1015997|ALBERTINE JOHN M|4|2021-10-01|edgar/data/1015997/0000886346-21-000125.txt|edgar/data/1015997/0000886346-21-000125-index.html
1016281|CARRIAGE SERVICES INC|4|2021-10-01|edgar/data/1016281/0001016281-21-000187.txt|edgar/data/1016281/0001016281-21-000187-index.html
1016281|CARRIAGE SERVICES INC|4|2021-10-01|edgar/data/1016281/0001016281-21-000188.txt|edgar/data/1016281/0001016281-21-000188-index.html
1016281|CARRIAGE SERVICES INC|4|2021-10-01|edgar/data/1016281/0001016281-21-000189.txt|edgar/data/1016281/0001016281-21-000189-index.html
1016281|CARRIAGE SERVICES INC|4|2021-10-01|edgar/data/1016281/0001016281-21-000190.txt|edgar/data/1016281/0001016281-21-000190-index.html
1016281|CARRIAGE SERVICES INC|4|2021-10-01|edgar/data/1016281/0001016281-21-000191.txt|edgar/data/1016281/0001016281-21-000191-index.html
1016281|CARRIAGE SERVICES INC|4|2021-10-01|edgar/data/1016281/0001016281-21-000192.txt|edgar/data/1016281/0001016281-21-000192-index.html
1016805|QUIRK RAYMOND R|4|2021-10-01|edgar/data/1016805/0001209191-21-058552.txt|edgar/data/1016805/0001209191-21-058552-index.html
1016809|RETIREMENT BUILDER VARIABLE ANNUITY ACCOUNT|497|2021-10-01|edgar/data/1016809/0001193125-21-289144.txt|edgar/data/1016809/0001193125-21-289144-index.html
1016809|RETIREMENT BUILDER VARIABLE ANNUITY ACCOUNT|497|2021-10-01|edgar/data/1016809/0001193125-21-289147.txt|edgar/data/1016809/0001193125-21-289147-index.html
1017480|HIBBETT INC|4|2021-10-01|edgar/data/1017480/0001017480-21-000160.txt|edgar/data/1017480/0001017480-21-000160-index.html
1018572|OTIS CLARENCE JR|4|2021-10-01|edgar/data/1018572/0001127602-21-026308.txt|edgar/data/1018572/0001127602-21-026308-index.html
1019286|T. Rowe Price Financial Services Fund, Inc.|497|2021-10-01|edgar/data/1019286/0001741773-21-003045.txt|edgar/data/1019286/0001741773-21-003045-index.html
1019754|Smithfield Trust Co|D|2021-10-01|edgar/data/1019754/0001019754-21-000006.txt|edgar/data/1019754/0001019754-21-000006-index.html
1020280|MACNAB CRAIG|4|2021-10-01|edgar/data/1020280/0001705696-21-000203.txt|edgar/data/1020280/0001705696-21-000203-index.html
1020425|LITMAN GREGORY FUNDS TRUST|485APOS|2021-10-01|edgar/data/1020425/0001193125-21-289871.txt|edgar/data/1020425/0001193125-21-289871-index.html
